"opcode","hex","direction","coverageStatus","decodeState","aliasCount","aliasOpcodes","modelCount","handlerCount","readableModelCount","writableModelCount","placeholderModeled","comment","modelTypes","modelPaths","handlerTypes","handlerPaths"
"ClientGalacticArchiveUnlock","0x0103","Client","handled","named","1","ClientGalacticArchiveUnlock","1","1","1","0","False","","ClientGalacticArchiveUnlock","Source/NexusForever.Network.World/Message/Model/GalacticArchive/ClientGalacticArchiveUnlock.cs","ClientGalacticArchiveUnlockHandler","Source/NexusForever.WorldServer/Network/Message/Handler/GalacticArchive/ClientGalacticArchiveUnlockHandler.cs"
"ServerGalacticArchiveUpdate","0x0104","Server","modeled","named","1","ServerGalacticArchiveUpdate","1","0","0","1","False","","ServerGalacticArchiveUpdate","Source/NexusForever.Network.World/Message/Model/GalacticArchive/ServerGalacticArchiveUpdate.cs","",""
"ClientGalacticArchiveViewed","0x0105","Client","handled","named","1","ClientGalacticArchiveViewed","1","1","1","0","False","","ClientGalacticArchiveViewed","Source/NexusForever.Network.World/Message/Model/GalacticArchive/ClientGalacticArchiveViewed.cs","ClientGalacticArchiveViewedHandler","Source/NexusForever.WorldServer/Network/Message/Handler/GalacticArchive/ClientGalacticArchiveViewedHandler.cs"
"ServerGenericError","0x0106","Server","modeled","named","1","ServerGenericError","1","0","0","1","False","","ServerGenericError","Source/NexusForever.Network.World/Message/Model/Info/ServerGenericError.cs","",""
"ServerHazardAction","0x0109","Server","modeled","named","1","ServerHazardAction","1","0","0","1","False","","ServerHazardAction","Source/NexusForever.Network.World/Message/Model/Hazard/ServerHazardAction.cs","",""
"ServerHazardList","0x010A","Server","modeled","named","1","ServerHazardList","1","0","0","1","False","","ServerHazardList","Source/NexusForever.Network.World/Message/Model/Hazard/ServerHazardList.cs","",""
"ServerHazardModifiers","0x010B","Server","modeled","named","1","ServerHazardModifiers","1","0","0","1","False","","ServerHazardModifiers","Source/NexusForever.Network.World/Message/Model/Hazard/ServerHazardModifiers.cs","",""
"ClientGuildHolomarkUpdate","0x010C","Client","handled","named","1","ClientGuildHolomarkUpdate","1","1","1","0","False","","ClientGuildHolomarkUpdate","Source/NexusForever.Network.World/Message/Model/Guild/ClientGuildHolomarkUpdate.cs","ClientGuildHolomarkUpdateHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Guild/ClientGuildHolomarkUpdateHandler.cs"
"ServerHousingBasicsEmpty","0x010D","Server","modeled","named","1","ServerHousingBasicsEmpty","1","0","0","1","False","empty; reader ServerEmpty_ReadPayload @ 14007d8e0","ServerHousingBasicsEmpty","Source/NexusForever.Network.World/Message/Model/ServerHousingAuxPackets.cs","",""
"ServerHousingBasics","0x010E","Server","modeled","named","1","ServerHousingBasics","1","0","0","1","False","","ServerHousingBasics","Source/NexusForever.Network.World/Message/Model/ServerHousingBasics.cs","",""
"ServerHousingBasicsFollowup","0x0110","Server","modeled","named","1","ServerHousingBasicsFollowup","1","0","0","1","False","uint32 + 18-bit + uint32 + 8-bit; reader 14008de70","ServerHousingBasicsFollowup","Source/NexusForever.Network.World/Message/Model/ServerHousingAuxPackets.cs","",""
"ServerItemAdd","0x0111","Server","modeled","named","1","ServerItemAdd","1","0","0","1","False","","ServerItemAdd","Source/NexusForever.Network.World/Message/Model/ServerItemAdd.cs","",""
"ServerPublicEventStart","0x0112","Server","modeled","named","1","ServerPublicEventStart","1","0","0","1","False","","ServerPublicEventStart","Source/NexusForever.Network.World/Message/Model/PublicEvent/ServerPublicEventStart.cs","",""
"ServerPublicEventLeave","0x0113","Server","modeled","named","1","ServerPublicEventLeave","1","0","0","1","False","","ServerPublicEventLeave","Source/NexusForever.Network.World/Message/Model/PublicEvent/ServerPublicEventLeave.cs","",""
"ServerDuelLeftArea","0x0114","Server","modeled","named","1","ServerDuelLeftArea","1","0","0","1","False","","ServerDuelLeftArea","Source/NexusForever.Network.World/Message/Model/Pvp/ServerDuelLeftArea.cs","",""
"ServerCharacterDeletedInfo","0x0116","Server","modeled","named","1","ServerCharacterDeletedInfo","1","0","0","1","False","","ServerCharacterDeletedInfo","Source/NexusForever.Network.World/Message/Model/Pregame/ServerCharacterDeletedInfo.cs","",""
"ServerCharacterList","0x0117","Server","modeled","named","1","ServerCharacterList","1","0","0","1","False","","ServerCharacterList","Source/NexusForever.Network.World/Message/Model/Pregame/ServerCharacterList.cs","",""
"Client0x011B","0x011B","Client","handled","named","1","Client0x011B","1","1","1","0","False","0x1-byte payload; semantics unresolved","Client0x011B","Source/NexusForever.Network.World/Message/Model/ClientUnresolvedDiagnosticPackets.cs","Client0x011BHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Misc/ClientUnresolvedDiagnosticHandlers.cs"
"ServerLootBindOnPickup","0x011C","Server","modeled","named","1","ServerLootBindOnPickup","1","0","0","1","False","","ServerLootBindOnPickup","Source/NexusForever.Network.World/Message/Model/Loot/ServerLootBindOnPickup.cs","",""
"Client0x011D","0x011D","Client","handled","named","1","Client0x011D","1","1","1","0","False","0x4-byte payload; semantics unresolved","Client0x011D","Source/NexusForever.Network.World/Message/Model/ClientUnresolvedDiagnosticPackets.cs","Client0x011DHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Misc/ClientUnresolvedDiagnosticHandlers.cs"
"ClientMailDelete","0x011E","Client","handled","named","1","ClientMailDelete","1","1","1","0","False","","ClientMailDelete","Source/NexusForever.Network.World/Message/Model/Mail/ClientMailDelete.cs","ClientMailDeleteHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Mail/ClientMailDeleteHandler.cs"
"ClientMailOpen","0x0122","Client","handled","named","1","ClientMailOpen","1","1","1","0","False","","ClientMailOpen","Source/NexusForever.Network.World/Message/Model/Mail/ClientMailOpen.cs","ClientMailOpenHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Mail/ClientMailOpenHandler.cs"
"ClientMailPayCod","0x0123","Client","handled","named","1","ClientMailPayCod","1","1","1","0","False","","ClientMailPayCod","Source/NexusForever.Network.World/Message/Model/Mail/ClientMailPayCOD.cs","ClientMailPayCodHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Mail/ClientMailPayCodHandler.cs"
"ClientMailReturn","0x0124","Client","handled","named","1","ClientMailReturn","1","1","1","0","False","","ClientMailReturn","Source/NexusForever.Network.World/Message/Model/Mail/ClientMailReturn.cs","ClientMailReturnHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Mail/ClientMailReturnHandler.cs"
"ClientMailTakeAllFromSelection","0x0125","Client","handled","named","1","ClientMailTakeAllFromSelection","1","1","1","0","False","","ClientMailTakeAllFromSelection","Source/NexusForever.Network.World/Message/Model/Mail/ClientMailTakeAllFromSelection.cs","ClientMailTakeAllFromSelectionHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Mail/ClientMailTakeAllFromSelectionHandler.cs"
"ClientMailTakeAttachment","0x0126","Client","handled","named","1","ClientMailTakeAttachment","1","1","1","0","False","","ClientMailTakeAttachment","Source/NexusForever.Network.World/Message/Model/Mail/ClientMailTakeAttachment.cs","ClientMailTakeAttachmentHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Mail/ClientMailTakeAttachmentHandler.cs"
"ClientMailTakeCash","0x0127","Client","handled","named","1","ClientMailTakeCash","1","1","1","0","False","","ClientMailTakeCash","Source/NexusForever.Network.World/Message/Model/Mail/ClientMailTakeCash.cs","ClientMailTakeCashHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Mail/ClientMailTakeCashHandler.cs"
"ServerUnlockMount","0x0129","Server","modeled","named","1","ServerUnlockMount","1","0","0","1","False","","ServerUnlockMount","Source/NexusForever.Network.World/Message/Model/ServerUnlockMount.cs","",""
"ClientItemMoveToSupplySatchel","0x012A","Client","handled","named","1","ClientItemMoveToSupplySatchel","1","1","1","0","False","","ClientItemMoveToSupplySatchel","Source/NexusForever.Network.World/Message/Model/ClientItemMoveToSupplySatchel.cs","ClientItemMoveToSupplySatchelHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Item/ClientItemMoveToSupplySatchelHandler.cs"
"ClientOptions","0x012B","Client","handled","named","1","ClientOptions","1","1","1","0","False","","ClientOptions","Source/NexusForever.Network.World/Message/Model/Option/ClientOptions.cs","ClientOptionsHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Option/ClientOptionHandlers.cs"
"ServerQuestObjectiveWorldLocation","0x012C","Server","modeled","named","1","ServerQuestObjectiveWorldLocation","1","0","0","1","False","","ServerQuestObjectiveWorldLocation","Source/NexusForever.Network.World/Message/Model/ServerQuestObjectiveWorldLocation.cs","",""
"Client0x012D","0x012D","Client","handled","named","1","Client0x012D","1","1","1","0","False","0x8-byte payload; semantics unresolved","Client0x012D","Source/NexusForever.Network.World/Message/Model/ClientUnresolvedDiagnosticPackets.cs","Client0x012DHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Misc/ClientUnresolvedDiagnosticHandlers.cs"
"ServerPetCustomisationList","0x012E","Server","modeled","named","1","ServerPetCustomisationList","1","0","0","1","False","","ServerPetCustomisationList","Source/NexusForever.Network.World/Message/Model/Pet/ServerPetCustomisationList.cs","",""
"ServerPetCustomisation","0x012F","Server","modeled","named","1","ServerPetCustomisation","1","0","0","1","False","","ServerPetCustomisation","Source/NexusForever.Network.World/Message/Model/Pet/ServerPetCustomisation.cs","",""
"ServerPublicEventStatsUpdate","0x0130","Server","modeled","named","1","ServerPublicEventStatsUpdate","1","0","0","1","False","","ServerPublicEventStatsUpdate","Source/NexusForever.Network.World/Message/Model/PublicEvent/ServerPublicEventStatsUpdate.cs","",""
"ServerPublicEventLocationUpdate","0x0131","Server","modeled","named","1","ServerPublicEventLocationUpdate","1","0","0","1","False","","ServerPublicEventLocationUpdate","Source/NexusForever.Network.World/Message/Model/PublicEvent/ServerPublicEventLocationUpdate.cs","",""
"ServerPublicEventObjectiveUpdate","0x0132","Server","modeled","named","1","ServerPublicEventObjectiveUpdate","1","0","0","1","False","","ServerPublicEventObjectiveUpdate","Source/NexusForever.Network.World/Message/Model/PublicEvent/ServerPublicEventObjectiveUpdate.cs","",""
"ServerPublicEventObjectiveNotificationMode","0x0133","Server","modeled","named","1","ServerPublicEventObjectiveNotificationMode","1","0","0","1","False","","ServerPublicEventObjectiveNotificationMode","Source/NexusForever.Network.World/Message/Model/PublicEvent/ServerPublicEventObjectiveNotificationMode.cs","",""
"ServerPublicEventObjectiveStatusUpdate","0x0134","Server","modeled","named","1","ServerPublicEventObjectiveStatusUpdate","1","0","0","1","False","","ServerPublicEventObjectiveStatusUpdate","Source/NexusForever.Network.World/Message/Model/PublicEvent/ServerPublicEventObjectiveStatusUpdate.cs","",""
"ServerPublicEventTeamMultiplier","0x0135","Server","modeled","named","1","ServerPublicEventTeamMultiplier","1","0","0","1","False","","ServerPublicEventTeamMultiplier","Source/NexusForever.Network.World/Message/Model/PublicEvent/ServerPublicEventTeamMultiplier.cs","",""
"ServerPublicEventTimeUpdate","0x0136","Server","modeled","named","1","ServerPublicEventTimeUpdate","1","0","0","1","False","","ServerPublicEventTimeUpdate","Source/NexusForever.Network.World/Message/Model/PublicEvent/ServerPublicEventTimeUpdate.cs","",""
"ServerPublicEventPersonalStatsUpdate","0x0137","Server","modeled","named","1","ServerPublicEventPersonalStatsUpdate","1","0","0","0","False","","ServerPublicEventPersonalStatsUpdate","Source/NexusForever.Network.World/Message/Model/PublicEvent/ServerPublicEventPersonalStatsUpdate.cs","",""
"ServerPublicEventMapRegionUpdate","0x0138","Server","modeled","named","1","ServerPublicEventMapRegionUpdate","1","0","0","1","False","","ServerPublicEventMapRegionUpdate","Source/NexusForever.Network.World/Message/Model/PublicEvent/ServerPublicEventMapRegionUpdate.cs","",""
"ServerPublicEventAuxRaw","0x0139","Server","modeled","named","1","ServerPublicEventAuxRaw","1","0","0","0","False","0x10-byte public-event cluster aux","ServerPublicEventAuxRaw","Source/NexusForever.Network.World/Message/Model/ServerClusterAuxPackets.cs","",""
"ServerPublicEventResetObjectiveState","0x013A","Server","modeled","named","1","ServerPublicEventResetObjectiveState","1","0","0","1","False","","ServerPublicEventResetObjectiveState","Source/NexusForever.Network.World/Message/Model/PublicEvent/ServerPublicEventResetObjectiveState.cs","",""
"ServerPublicEventPersonalStatUpdate","0x013B","Server","modeled","named","1","ServerPublicEventPersonalStatUpdate","1","0","0","1","False","","ServerPublicEventPersonalStatUpdate","Source/NexusForever.Network.World/Message/Model/PublicEvent/ServerPublicEventPersonalStatUpdate.cs","",""
"ServerPveRatingUpdate","0x013C","Server","modeled","named","1","ServerPveRatingUpdate","1","0","0","1","False","","ServerPveRatingUpdate","Source/NexusForever.Network.World/Message/Model/ServerPveRatingUpdate.cs","",""
"ServerPvpCooldownClear","0x013D","Server","modeled","named","1","ServerPvpCooldownClear","1","0","0","1","False","","ServerPvpCooldownClear","Source/NexusForever.Network.World/Message/Model/Pvp/ServerPvpCooldownClear.cs","",""
"ServerPvpCooldownUpdate","0x013E","Server","modeled","named","1","ServerPvpCooldownUpdate","1","0","0","1","False","","ServerPvpCooldownUpdate","Source/NexusForever.Network.World/Message/Model/Pvp/ServerPvpCooldownUpdate.cs","",""
"ServerPvpRatingUpdate","0x0140","Server","modeled","named","1","ServerPvpRatingUpdate","1","0","0","1","False","","ServerPvpRatingUpdate","Source/NexusForever.Network.World/Message/Model/ServerPvpRatingUpdate.cs","",""
"ClientRapidTransport","0x0141","Client","handled","named","1","ClientRapidTransport","1","1","1","0","False","","ClientRapidTransport","Source/NexusForever.Network.World/Message/Model/ClientRapidTransport.cs","ClientRapidTransportHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Entity/Player/ClientRapidTransportHandler.cs"
"Client0x0142","0x0142","Client","handled","named","1","Client0x0142","1","1","1","0","False","0x10-byte payload; semantics unresolved","Client0x0142","Source/NexusForever.Network.World/Message/Model/ClientUnresolvedDiagnosticPackets.cs","Client0x0142Handler","Source/NexusForever.WorldServer/Network/Message/Handler/Misc/ClientUnresolvedDiagnosticHandlers.cs"
"ServerAppearanceAuxByte","0x0143","Server","modeled","named","1","ServerAppearanceAuxByte","1","0","0","0","False","1-byte appearance cluster aux","ServerAppearanceAuxByte","Source/NexusForever.Network.World/Message/Model/ServerClusterAuxPackets.cs","",""
"ClientCharacterAppearanceChange","0x0144","Client","handled","named","1","ClientCharacterAppearanceChange","1","1","1","0","False","","ClientCharacterAppearanceChange","Source/NexusForever.Network.World/Message/Model/ClientCharacterAppearanceChange.cs","ClientAppearanceChangeHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Entity/Player/ClientAppearanceChangeHandler.cs"
