quest_id,name,bucket,evidence_status,completion_status,world_zone_id,quest_category_id,quest_group_id,quest_type,quest_subtype_id,content_finder_type,faction_enum,con_level,prereq_level,prereq_flags,prereq_quest_ids,quest_exclusion_ids,prerequisite_id,objective_ids,objective_types,objective_data_type_data_count,quest2_reward_ids,quest2_reward_types,pushed_items,virtual_pushed_items,quest_virtual_loot_groups,related_achievement_ids,script_paths,evidence_sources,manual_validation,blocker_summary
1949,,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,262,0,0,0,0,0,2,1,0,0,,,0,2072;2073,9;2,2072:9:5268:1;2073:2:5006:12,,,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 1949 with WorldZone 262, faction 2, conLevel 1, objectives 2072;2073, objective types 9;2, objective data/type/count 2072:9:5268:1;2073:2:5006:12 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
2018,,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1480,0,0,5,0,0,2,5,5,0,,,0,2168,5,2168:5:3055:1,,,4268x1,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 2018 with WorldZone 1480, type 5, faction 2, conLevel 5, preqLevel 5, objectives 2168, objective types 5, objective data/type/count 2168:5:3055:1, pushed items 4268x1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
2020,,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1480,0,0,5,0,0,2,5,5,1,,,0,2743;2744;2745;2746;2188;2994,5;5;5;5;20;4,2743:5:4145:1;2744:5:3876:1;2745:5:3906:1;2746:5:3896:1;2188:20:107:3;2994:4:4867:3,,,4877x1,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 2020 with WorldZone 1480, type 5, faction 2, conLevel 5, preqLevel 5, preqFlags 1, objectives 2743;2744;2745;2746;2188;2994, objective types 5;5;5;5;20;4, objective data/type/count 2743:5:4145:1;2744:5:3876:1;2745:5:3906:1;2746:5:3896:1;2188:20:107:3;2994:4:4867:3, pushed items 4877x1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
2025,,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1480,0,0,5,0,0,2,5,5,0,,,0,2754;2755;3289;2220;2221;2222,5;5;3;20;20;20,2754:5:3907:1;2755:5:3897:1;3289:3:7593:1;2220:20:108:2;2221:20:111:2;2222:20:114:2,,,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 2025 with WorldZone 1480, type 5, faction 2, conLevel 5, preqLevel 5, objectives 2754;2755;3289;2220;2221;2222, objective types 5;5;3;20;20;20, objective data/type/count 2754:5:3907:1;2755:5:3897:1;3289:3:7593:1;2220:20:108:2;2221:20:111:2;2222:20:114:2 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
2026,,no_objectives,mapped_only_no_objective_lifecycle_pending_row_specific_dialog_reward_achievement_smoke,not_retail_complete,1480,0,0,0,0,0,2,5,5,0,,,0,,,,,,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending_or_not_applicable,"Quest2 2026 with WorldZone 1480, faction 2, conLevel 5, preqLevel 5 is a zero-objective row. Shared QuestManager accept-to-achieved and receiver turn-in lifecycle paths have representative reward and achievement-hook tests, but retail completion still needs quest availability, row-specific receiver/dialog routing, row-specific reward and achievement side effects, and client/manual smoke."
2042,,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1480,0,0,5,0,0,2,20,20,0,,,0,2263;2264,4;12,2263:4:4084:100;2264:12:5408:1,1038,1,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 2042 with WorldZone 1480, type 5, faction 2, conLevel 20, preqLevel 20, objectives 2263;2264, objective types 4;12, objective data/type/count 2263:4:4084:100;2264:12:5408:1, Quest2Reward rows 1038, reward types 1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
2043,,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1480,0,0,5,0,0,2,20,20,0,,,0,2265;2266,4;12,2265:4:4084:100;2266:12:5408:1,1039,1,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 2043 with WorldZone 1480, type 5, faction 2, conLevel 20, preqLevel 20, objectives 2265;2266, objective types 4;12, objective data/type/count 2265:4:4084:100;2266:12:5408:1, Quest2Reward rows 1039, reward types 1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
2044,,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1480,0,0,5,0,0,2,20,20,0,,,0,2267;2268,4;12,2267:4:4084:100;2268:12:5408:1,1040,1,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 2044 with WorldZone 1480, type 5, faction 2, conLevel 20, preqLevel 20, objectives 2267;2268, objective types 4;12, objective data/type/count 2267:4:4084:100;2268:12:5408:1, Quest2Reward rows 1040, reward types 1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
2045,Refine Yellow Ore to Duralumin Alloy (Minigame Analogue),generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,0,0,0,5,0,0,2,20,20,0,,,0,2269;2270,4;12,2269:4:4473:100;2270:12:5408:1,1041,1,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 2045 (Refine Yellow Ore to Duralumin Alloy (Minigame Analogue)) with type 5, faction 2, conLevel 20, preqLevel 20, objectives 2269;2270, objective types 4;12, objective data/type/count 2269:4:4473:100;2270:12:5408:1, Quest2Reward rows 1041, reward types 1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
2046,,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1480,0,0,5,0,0,2,20,20,0,,,0,2271;2272,4;12,2271:4:4473:100;2272:12:5408:1,1042,1,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 2046 with WorldZone 1480, type 5, faction 2, conLevel 20, preqLevel 20, objectives 2271;2272, objective types 4;12, objective data/type/count 2271:4:4473:100;2272:12:5408:1, Quest2Reward rows 1042, reward types 1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
2047,,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1480,0,0,5,0,0,2,20,20,0,,,0,2273;2274,4;12,2273:4:4473:100;2274:12:5408:1,1043,1,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 2047 with WorldZone 1480, type 5, faction 2, conLevel 20, preqLevel 20, objectives 2273;2274, objective types 4;12, objective data/type/count 2273:4:4473:100;2274:12:5408:1, Quest2Reward rows 1043, reward types 1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
2050,,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1480,0,0,5,0,0,2,20,20,0,,,0,2278,12,2278:12:5419:1,1044;1047,1,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 2050 with WorldZone 1480, type 5, faction 2, conLevel 20, preqLevel 20, objectives 2278, objective types 12, objective data/type/count 2278:12:5419:1, Quest2Reward rows 1044;1047, reward types 1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
2051,,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1480,0,0,5,0,0,2,20,20,0,,,0,2279,12,2279:12:5420:1,1045;1048,1,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 2051 with WorldZone 1480, type 5, faction 2, conLevel 20, preqLevel 20, objectives 2279, objective types 12, objective data/type/count 2279:12:5420:1, Quest2Reward rows 1045;1048, reward types 1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
2052,,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1480,0,0,5,0,0,2,20,20,0,,,0,2280,12,2280:12:5421:1,1046;1049,1,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 2052 with WorldZone 1480, type 5, faction 2, conLevel 20, preqLevel 20, objectives 2280, objective types 12, objective data/type/count 2280:12:5421:1, Quest2Reward rows 1046;1049, reward types 1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
2058,,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1480,0,0,5,0,0,2,15,15,0,,,0,2291;2292,4;12,2291:4:4085:100;2292:12:5408:1,1071,1,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 2058 with WorldZone 1480, type 5, faction 2, conLevel 15, preqLevel 15, objectives 2291;2292, objective types 4;12, objective data/type/count 2291:4:4085:100;2292:12:5408:1, Quest2Reward rows 1071, reward types 1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
2059,,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1480,0,0,5,0,0,2,15,15,0,,,0,2293;2294,4;12,2293:4:4086:100;2294:12:5408:1,1072,1,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 2059 with WorldZone 1480, type 5, faction 2, conLevel 15, preqLevel 15, objectives 2293;2294, objective types 4;12, objective data/type/count 2293:4:4086:100;2294:12:5408:1, Quest2Reward rows 1072, reward types 1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
2073,,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1480,0,0,5,0,0,2,15,15,0,,,0,2289;2290,4;12,2289:4:4085:100;2290:12:5408:1,1070,1,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 2073 with WorldZone 1480, type 5, faction 2, conLevel 15, preqLevel 15, objectives 2289;2290, objective types 4;12, objective data/type/count 2289:4:4085:100;2290:12:5408:1, Quest2Reward rows 1070, reward types 1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
2074,,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1480,0,0,5,0,0,2,15,15,0,,,0,2295;2296,4;12,2295:4:4086:100;2296:12:5408:1,1073,1,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 2074 with WorldZone 1480, type 5, faction 2, conLevel 15, preqLevel 15, objectives 2295;2296, objective types 4;12, objective data/type/count 2295:4:4086:100;2296:12:5408:1, Quest2Reward rows 1073, reward types 1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
